Date,Contract,ACT,LastPctChg,contractValue,group,timestamp,QTY,chgValue,abs_chgValue,Anti-19,PNL_Anti-19,50/50,PNL_50/50,29,PNL_29,LowestEquity,PNL_LowestEquity,24,PNL_24,25,PNL_25,26,PNL_26,27,PNL_27,20,PNL_20,21,PNL_21,22,PNL_22,23,PNL_23,RiskOff,PNL_RiskOff,28,PNL_28,Anti-18,PNL_Anti-18,2,PNL_2,4,PNL_4,6,PNL_6,8,PNL_8,benchmark,PNL_benchmark,Anti-33,PNL_Anti-33,30,PNL_30,11,PNL_11,10,PNL_10,13,PNL_13,12,PNL_12,15,PNL_15,14,PNL_14,17,PNL_17,16,PNL_16,19,PNL_19,18,PNL_18,Anti-Custom,PNL_Anti-Custom,RiskOn,PNL_RiskOn,AntiLowestEquity,PNL_AntiLowestEquity,Previous,PNL_Previous,Anti-1,PNL_Anti-1,Anti-3,PNL_Anti-3,Anti-2,PNL_Anti-2,Anti-5,PNL_Anti-5,Anti-4,PNL_Anti-4,Anti-7,PNL_Anti-7,Anti-6,PNL_Anti-6,Anti-9,PNL_Anti-9,Anti-8,PNL_Anti-8,Custom,PNL_Custom,AntiHighestEquity,PNL_AntiHighestEquity,Anti-Seasonality,PNL_Anti-Seasonality,1,PNL_1,3,PNL_3,5,PNL_5,7,PNL_7,9,PNL_9,Anti-32,PNL_Anti-32,Anti-31,PNL_Anti-31,Anti-30,PNL_Anti-30,Anti-36,PNL_Anti-36,Anti-35,PNL_Anti-35,Anti-34,PNL_Anti-34,Anti-15,PNL_Anti-15,Off,PNL_Off,Anti-14,PNL_Anti-14,Anti-17,PNL_Anti-17,Anti50/50,PNL_Anti50/50,HighestEquity,PNL_HighestEquity,Anti-16,PNL_Anti-16,Anti-11,PNL_Anti-11,Anti-10,PNL_Anti-10,Anti-13,PNL_Anti-13,Seasonality,PNL_Seasonality,33,PNL_33,32,PNL_32,31,PNL_31,Anti-12,PNL_Anti-12,36,PNL_36,35,PNL_35,34,PNL_34,Anti-28,PNL_Anti-28,Anti-29,PNL_Anti-29,Anti-Previous,PNL_Anti-Previous,Anti-20,PNL_Anti-20,Anti-21,PNL_Anti-21,Anti-22,PNL_Anti-22,Anti-23,PNL_Anti-23,Anti-24,PNL_Anti-24,Anti-25,PNL_Anti-25,Anti-26,PNL_Anti-26,Anti-27,PNL_Anti-27
20170113,QGCG7,-1.0,-0.00166694449075,119780.0,metal,1484343863,1.0,-199.666611102,199.666611102,1.0,-199.666611102,1.0,-199.666611102,1.0,-199.666611102,1.0,-199.666611102,-1.0,199.666611102,0.0,-0.0,1.0,-199.666611102,-1.0,199.666611102,-1.0,199.666611102,-1.0,199.666611102,0,-0.0,1,-199.666611102,1,-199.666611102,1.0,-199.666611102,1.0,-199.666611102,1.0,-199.666611102,1.0,-199.666611102,1.0,-199.666611102,1.0,-199.666611102,0,-0.0,1.0,-199.666611102,1.0,-199.666611102,1.0,-199.666611102,1.0,-199.666611102,-1.0,199.666611102,1.0,-199.666611102,-1.0,199.666611102,-1.0,199.666611102,1,-199.666611102,0,-0.0,-1.0,199.666611102,-1.0,199.666611102,-1,199.666611102,-1.0,199.666611102,-1,199.666611102,-1.0,199.666611102,0.0,-0.0,1.0,-199.666611102,-1.0,199.666611102,-1.0,199.666611102,-1.0,199.666611102,0.0,-0.0,-1.0,199.666611102,1.0,-199.666611102,-1.0,199.666611102,1.0,-199.666611102,-1,199.666611102,-1,199.666611102,0.0,-0.0,-1.0,199.666611102,1.0,-199.666611102,0.0,-0.0,-1.0,199.666611102,1.0,-199.666611102,1.0,-199.666611102,-1.0,199.666611102,1.0,-199.666611102,-1,199.666611102,0,-0.0,1.0,-199.666611102,0,-0.0,1.0,-199.666611102,-1,199.666611102,-1,199.666611102,1.0,-199.666611102,0,-0.0,-1.0,199.666611102,-1.0,199.666611102,1.0,-199.666611102,1.0,-199.666611102,-1.0,199.666611102,-1.0,199.666611102,-1.0,199.666611102,-1.0,199.666611102,-1.0,199.666611102,1,-199.666611102,0,-0.0,-1.0,199.666611102,-1.0,199.666611102,1,-199.666611102,1.0,-199.666611102,1.0,-199.666611102,0,-0.0,-1,199.666611102,1.0,-199.666611102,0.0,-0.0,-1.0,199.666611102,1.0,-199.666611102
20170113,QHGH7,1.0,0.00917087778402,67400.0,metal,1484343863,1.0,618.117162643,618.117162643,-1.0,-618.117162643,-1.0,-618.117162643,-1.0,-618.117162643,1.0,618.117162643,1.0,618.117162643,0.0,0.0,-1.0,-618.117162643,1.0,618.117162643,1.0,618.117162643,1.0,618.117162643,0,0.0,-1,-618.117162643,-1,-618.117162643,-1.0,-618.117162643,-1.0,-618.117162643,1.0,618.117162643,0.0,0.0,1.0,618.117162643,-1.0,-618.117162643,0,0.0,-1.0,-618.117162643,-1.0,-618.117162643,-1.0,-618.117162643,-1.0,-618.117162643,1.0,618.117162643,-1.0,-618.117162643,1.0,618.117162643,1.0,618.117162643,-1,-618.117162643,0,0.0,1.0,618.117162643,1.0,618.117162643,-1,-618.117162643,1.0,618.117162643,-1,-618.117162643,1.0,618.117162643,-1.0,-618.117162643,-1.0,-618.117162643,-1.0,-618.117162643,1.0,618.117162643,0.0,0.0,0.0,0.0,-1.0,-618.117162643,-1.0,-618.117162643,1.0,618.117162643,1.0,618.117162643,1,618.117162643,1,618.117162643,1.0,618.117162643,1.0,618.117162643,-1.0,-618.117162643,0.0,0.0,1.0,618.117162643,-1.0,-618.117162643,-1.0,-618.117162643,1.0,618.117162643,-1.0,-618.117162643,1,618.117162643,0,0.0,-1.0,-618.117162643,0,0.0,-1.0,-618.117162643,1,618.117162643,1,618.117162643,-1.0,-618.117162643,0,0.0,1.0,618.117162643,1.0,618.117162643,-1.0,-618.117162643,-1.0,-618.117162643,1.0,618.117162643,1.0,618.117162643,1.0,618.117162643,1.0,618.117162643,1.0,618.117162643,-1,-618.117162643,0,0.0,1.0,618.117162643,1.0,618.117162643,-1,-618.117162643,-1.0,-618.117162643,-1.0,-618.117162643,0,0.0,1,618.117162643,-1.0,-618.117162643,0.0,0.0,1.0,618.117162643,-1.0,-618.117162643
20170113,QHOH7,-1.0,-0.0108076009501,69963.6,energy,1484343863,1.0,-756.138669834,756.138669834,-1.0,756.138669834,-1.0,756.138669834,-1.0,756.138669834,1.0,-756.138669834,1.0,-756.138669834,1.0,-756.138669834,1.0,-756.138669834,1.0,-756.138669834,1.0,-756.138669834,1.0,-756.138669834,0,-0.0,-1,756.138669834,-1,756.138669834,0.0,-0.0,-1.0,756.138669834,1.0,-756.138669834,0.0,-0.0,1.0,-756.138669834,-1.0,756.138669834,0,-0.0,-1.0,756.138669834,1.0,-756.138669834,-1.0,756.138669834,-1.0,756.138669834,1.0,-756.138669834,-1.0,756.138669834,1.0,-756.138669834,1.0,-756.138669834,-1,756.138669834,0,-0.0,1.0,-756.138669834,1.0,-756.138669834,-1,756.138669834,1.0,-756.138669834,-1,756.138669834,1.0,-756.138669834,-1.0,756.138669834,-1.0,756.138669834,-1.0,756.138669834,1.0,-756.138669834,0.0,-0.0,0.0,-0.0,-1.0,756.138669834,-1.0,756.138669834,1.0,-756.138669834,1.0,-756.138669834,1,-756.138669834,-1,756.138669834,1.0,-756.138669834,1.0,-756.138669834,-1.0,756.138669834,0.0,-0.0,1.0,-756.138669834,1.0,-756.138669834,0.0,-0.0,-1.0,756.138669834,1.0,-756.138669834,1,-756.138669834,1,-756.138669834,-1.0,756.138669834,0,-0.0,-1.0,756.138669834,1,-756.138669834,1,-756.138669834,-1.0,756.138669834,0,-0.0,1.0,-756.138669834,1.0,-756.138669834,-1.0,756.138669834,1.0,-756.138669834,1.0,-756.138669834,-1.0,756.138669834,0.0,-0.0,1.0,-756.138669834,-1.0,756.138669834,-1,756.138669834,-1,756.138669834,0.0,-0.0,1.0,-756.138669834,-1,756.138669834,-1.0,756.138669834,-1.0,756.138669834,0,-0.0,1,-756.138669834,-1.0,756.138669834,-1.0,756.138669834,-1.0,756.138669834,-1.0,756.138669834
20170113,@JYH7,1.0,0.00160238067987,109387.5,currency,1484343863,1.0,175.280416619,175.280416619,1.0,175.280416619,1.0,175.280416619,-1.0,-175.280416619,1.0,175.280416619,1.0,175.280416619,-1.0,-175.280416619,-1.0,-175.280416619,-1.0,-175.280416619,-1.0,-175.280416619,-1.0,-175.280416619,0,0.0,-1,-175.280416619,1,175.280416619,0.0,0.0,-1.0,-175.280416619,-1.0,-175.280416619,1.0,175.280416619,1.0,175.280416619,-1.0,-175.280416619,0,0.0,-1.0,-175.280416619,1.0,175.280416619,1.0,175.280416619,1.0,175.280416619,-1.0,-175.280416619,1.0,175.280416619,-1.0,-175.280416619,-1.0,-175.280416619,-1,-175.280416619,0,0.0,-1.0,-175.280416619,1.0,175.280416619,-1,-175.280416619,-1.0,-175.280416619,-1,-175.280416619,1.0,175.280416619,0.0,0.0,-1.0,-175.280416619,1.0,175.280416619,-1.0,-175.280416619,-1.0,-175.280416619,0.0,0.0,-1.0,-175.280416619,-1.0,-175.280416619,1.0,175.280416619,1.0,175.280416619,-1,-175.280416619,1,175.280416619,0.0,0.0,1.0,175.280416619,1.0,175.280416619,0.0,0.0,1.0,175.280416619,1.0,175.280416619,0.0,0.0,-1.0,-175.280416619,-1.0,-175.280416619,-1,-175.280416619,-1,-175.280416619,1.0,175.280416619,0,0.0,1.0,175.280416619,1,175.280416619,-1,-175.280416619,1.0,175.280416619,0,0.0,-1.0,-175.280416619,-1.0,-175.280416619,1.0,175.280416619,-1.0,-175.280416619,1.0,175.280416619,-1.0,-175.280416619,0.0,0.0,-1.0,-175.280416619,1.0,175.280416619,1,175.280416619,1,175.280416619,0.0,0.0,1.0,175.280416619,-1,-175.280416619,1.0,175.280416619,1.0,175.280416619,0,0.0,1,175.280416619,-1.0,-175.280416619,1.0,175.280416619,1.0,175.280416619,1.0,175.280416619
20170113,@HEJ7,-1.0,-0.000359453630482,27810.0,meat,1484334197,1.0,-9.99640546369,9.99640546369,0.0,-0.0,1.0,-9.99640546369,-1.0,9.99640546369,-1.0,9.99640546369,-1.0,9.99640546369,1.0,-9.99640546369,1.0,-9.99640546369,1.0,-9.99640546369,-1.0,9.99640546369,1.0,-9.99640546369,-1,9.99640546369,-1,9.99640546369,-1,9.99640546369,0.0,-0.0,1.0,-9.99640546369,-1.0,9.99640546369,-1.0,9.99640546369,-1.0,9.99640546369,1.0,-9.99640546369,0,-0.0,-1.0,9.99640546369,1.0,-9.99640546369,-1.0,9.99640546369,0.0,-0.0,0.0,-0.0,1.0,-9.99640546369,1.0,-9.99640546369,-1.0,9.99640546369,-1,9.99640546369,-1,9.99640546369,0.0,-0.0,-1.0,9.99640546369,1,-9.99640546369,1.0,-9.99640546369,1,-9.99640546369,1.0,-9.99640546369,0.0,-0.0,-1.0,9.99640546369,1.0,-9.99640546369,1.0,-9.99640546369,1.0,-9.99640546369,-1.0,9.99640546369,1.0,-9.99640546369,-1.0,9.99640546369,-1.0,9.99640546369,-1.0,9.99640546369,-1,9.99640546369,-1,9.99640546369,0.0,-0.0,1.0,-9.99640546369,-1.0,9.99640546369,1.0,-9.99640546369,1.0,-9.99640546369,1.0,-9.99640546369,0.0,-0.0,-1.0,9.99640546369,1.0,-9.99640546369,1,-9.99640546369,1,-9.99640546369,-1.0,9.99640546369,0,-0.0,1.0,-9.99640546369,1,-9.99640546369,-1,9.99640546369,1.0,-9.99640546369,1,-9.99640546369,1.0,-9.99640546369,0.0,-0.0,0.0,-0.0,1.0,-9.99640546369,1.0,-9.99640546369,-1.0,9.99640546369,0.0,-0.0,-1.0,9.99640546369,-1.0,9.99640546369,-1,9.99640546369,-1,9.99640546369,0.0,-0.0,1.0,-9.99640546369,-1,9.99640546369,1.0,-9.99640546369,-1.0,9.99640546369,1,-9.99640546369,1,-9.99640546369,1.0,-9.99640546369,-1.0,9.99640546369,-1.0,9.99640546369,-1.0,9.99640546369
20170113,@BOH7,-1.0,-0.00942611588578,21438.0,grain,1484334712,2.0,-404.154144719,404.154144719,0.0,-0.0,1.0,-404.154144719,-1.0,404.154144719,-1.0,404.154144719,-1.0,404.154144719,0.0,-0.0,1.0,-404.154144719,-1.0,404.154144719,1.0,-404.154144719,-1.0,404.154144719,-1,404.154144719,-1,404.154144719,-1,404.154144719,-1.0,404.154144719,1.0,-404.154144719,1.0,-404.154144719,-1.0,404.154144719,-1.0,404.154144719,1.0,-404.154144719,0,-0.0,-1.0,404.154144719,-1.0,404.154144719,1.0,-404.154144719,0.0,-0.0,0.0,-0.0,-1.0,404.154144719,-1.0,404.154144719,1.0,-404.154144719,-1,404.154144719,-1,404.154144719,0.0,-0.0,-1.0,404.154144719,-1,404.154144719,1.0,-404.154144719,1,-404.154144719,-1.0,404.154144719,0.0,-0.0,1.0,-404.154144719,-1.0,404.154144719,1.0,-404.154144719,1.0,-404.154144719,-1.0,404.154144719,1.0,-404.154144719,-1.0,404.154144719,-1.0,404.154144719,1.0,-404.154144719,-1,404.154144719,1,-404.154144719,0.0,-0.0,-1.0,404.154144719,-1.0,404.154144719,1.0,-404.154144719,1.0,-404.154144719,-1.0,404.154144719,-1.0,404.154144719,1.0,-404.154144719,1.0,-404.154144719,-1,404.154144719,0,-0.0,1.0,-404.154144719,0,-0.0,-1.0,404.154144719,1,-404.154144719,-1,404.154144719,1.0,-404.154144719,1,-404.154144719,-1.0,404.154144719,0.0,-0.0,0.0,-0.0,-1.0,404.154144719,1.0,-404.154144719,1.0,-404.154144719,1.0,-404.154144719,1.0,-404.154144719,-1.0,404.154144719,1,-404.154144719,0,-0.0,1.0,-404.154144719,1.0,-404.154144719,1,-404.154144719,-1.0,404.154144719,1.0,-404.154144719,1,-404.154144719,1,-404.154144719,1.0,-404.154144719,0.0,-0.0,-1.0,404.154144719,1.0,-404.154144719
20170113,@PXH7,1.0,0.01340364755,23060.0,currency,1484343863,3.0,927.264337508,927.264337508,-1.0,-927.264337508,-1.0,-927.264337508,-1.0,-927.264337508,1.0,927.264337508,1.0,927.264337508,1.0,927.264337508,1.0,927.264337508,1.0,927.264337508,1.0,927.264337508,1.0,927.264337508,0,0.0,-1,-927.264337508,-1,-927.264337508,0.0,0.0,-1.0,-927.264337508,1.0,927.264337508,0.0,0.0,1.0,927.264337508,-1.0,-927.264337508,0,0.0,-1.0,-927.264337508,1.0,927.264337508,-1.0,-927.264337508,-1.0,-927.264337508,1.0,927.264337508,-1.0,-927.264337508,1.0,927.264337508,1.0,927.264337508,-1,-927.264337508,0,0.0,1.0,927.264337508,1.0,927.264337508,-1,-927.264337508,1.0,927.264337508,-1,-927.264337508,1.0,927.264337508,-1.0,-927.264337508,-1.0,-927.264337508,-1.0,-927.264337508,1.0,927.264337508,0.0,0.0,0.0,0.0,-1.0,-927.264337508,-1.0,-927.264337508,1.0,927.264337508,1.0,927.264337508,1,927.264337508,-1,-927.264337508,1.0,927.264337508,1.0,927.264337508,-1.0,-927.264337508,0.0,0.0,1.0,927.264337508,1.0,927.264337508,0.0,0.0,-1.0,-927.264337508,1.0,927.264337508,1,927.264337508,1,927.264337508,-1.0,-927.264337508,0,0.0,-1.0,-927.264337508,1,927.264337508,1,927.264337508,-1.0,-927.264337508,0,0.0,1.0,927.264337508,1.0,927.264337508,-1.0,-927.264337508,1.0,927.264337508,1.0,927.264337508,-1.0,-927.264337508,0.0,0.0,1.0,927.264337508,-1.0,-927.264337508,-1,-927.264337508,-1,-927.264337508,0.0,0.0,1.0,927.264337508,-1,-927.264337508,-1.0,-927.264337508,-1.0,-927.264337508,0,0.0,1,927.264337508,-1.0,-927.264337508,-1.0,-927.264337508,-1.0,-927.264337508,-1.0,-927.264337508
20170113,QNGH7,1.0,0.00772200772201,33930.0,energy,1484343863,1.0,262.007722008,262.007722008,0.0,0.0,1.0,262.007722008,-1.0,-262.007722008,-1.0,-262.007722008,-1.0,-262.007722008,1.0,262.007722008,1.0,262.007722008,1.0,262.007722008,-1.0,-262.007722008,1.0,262.007722008,-1,-262.007722008,-1,-262.007722008,-1,-262.007722008,0.0,0.0,1.0,262.007722008,-1.0,-262.007722008,-1.0,-262.007722008,-1.0,-262.007722008,1.0,262.007722008,0,0.0,-1.0,-262.007722008,1.0,262.007722008,-1.0,-262.007722008,0.0,0.0,0.0,0.0,1.0,262.007722008,1.0,262.007722008,-1.0,-262.007722008,-1,-262.007722008,-1,-262.007722008,0.0,0.0,-1.0,-262.007722008,-1,-262.007722008,1.0,262.007722008,1,262.007722008,1.0,262.007722008,0.0,0.0,-1.0,-262.007722008,1.0,262.007722008,1.0,262.007722008,1.0,262.007722008,-1.0,-262.007722008,1.0,262.007722008,-1.0,-262.007722008,-1.0,-262.007722008,1.0,262.007722008,-1,-262.007722008,-1,-262.007722008,0.0,0.0,1.0,262.007722008,-1.0,-262.007722008,1.0,262.007722008,1.0,262.007722008,1.0,262.007722008,0.0,0.0,-1.0,-262.007722008,1.0,262.007722008,1,262.007722008,1,262.007722008,-1.0,-262.007722008,0,0.0,1.0,262.007722008,1,262.007722008,-1,-262.007722008,1.0,262.007722008,1,262.007722008,1.0,262.007722008,0.0,0.0,0.0,0.0,1.0,262.007722008,1.0,262.007722008,-1.0,-262.007722008,0.0,0.0,-1.0,-262.007722008,-1.0,-262.007722008,-1,-262.007722008,-1,-262.007722008,0.0,0.0,1.0,262.007722008,-1,-262.007722008,1.0,262.007722008,-1.0,-262.007722008,1,262.007722008,1,262.007722008,1.0,262.007722008,-1.0,-262.007722008,-1.0,-262.007722008,-1.0,-262.007722008
20170113,@NKDH7,1.0,0.00625978090767,84059.6130382,index,1484343863,1.0,526.194760802,526.194760802,0.0,0.0,1.0,526.194760802,-1.0,-526.194760802,1.0,526.194760802,-1.0,-526.194760802,0.0,0.0,1.0,526.194760802,-1.0,-526.194760802,1.0,526.194760802,-1.0,-526.194760802,-1,-526.194760802,-1,-526.194760802,-1,-526.194760802,-1.0,-526.194760802,1.0,526.194760802,1.0,526.194760802,0.0,0.0,-1.0,-526.194760802,1.0,526.194760802,0,0.0,-1.0,-526.194760802,-1.0,-526.194760802,-1.0,-526.194760802,-1.0,-526.194760802,1.0,526.194760802,-1.0,-526.194760802,1.0,526.194760802,1.0,526.194760802,1,526.194760802,0,0.0,0.0,0.0,-1.0,-526.194760802,1,526.194760802,1.0,526.194760802,-1,-526.194760802,-1.0,-526.194760802,-1.0,-526.194760802,-1.0,-526.194760802,-1.0,-526.194760802,-1.0,-526.194760802,0.0,0.0,0.0,0.0,1.0,526.194760802,1.0,526.194760802,-1.0,-526.194760802,-1.0,-526.194760802,1,526.194760802,1,526.194760802,1.0,526.194760802,1.0,526.194760802,1.0,526.194760802,0.0,0.0,-1.0,-526.194760802,-1.0,-526.194760802,-1.0,-526.194760802,1.0,526.194760802,1.0,526.194760802,-1,-526.194760802,0,0.0,-1.0,-526.194760802,0,0.0,-1.0,-526.194760802,-1,-526.194760802,-1,-526.194760802,-1.0,-526.194760802,0,0.0,1.0,526.194760802,1.0,526.194760802,-1.0,-526.194760802,-1.0,-526.194760802,1.0,526.194760802,1.0,526.194760802,1.0,526.194760802,1.0,526.194760802,-1.0,-526.194760802,1,526.194760802,0,0.0,1.0,526.194760802,1.0,526.194760802,1,526.194760802,-1.0,-526.194760802,1.0,526.194760802,1,526.194760802,1,526.194760802,1.0,526.194760802,0.0,0.0,-1.0,-526.194760802,1.0,526.194760802
20170113,@NQH7,1.0,0.00521376433785,101220.0,index,1484343863,1.0,527.737226277,527.737226277,0.0,0.0,1.0,527.737226277,-1.0,-527.737226277,-1.0,-527.737226277,-1.0,-527.737226277,0.0,0.0,1.0,527.737226277,-1.0,-527.737226277,1.0,527.737226277,-1.0,-527.737226277,-1,-527.737226277,-1,-527.737226277,-1,-527.737226277,-1.0,-527.737226277,1.0,527.737226277,1.0,527.737226277,-1.0,-527.737226277,-1.0,-527.737226277,1.0,527.737226277,0,0.0,-1.0,-527.737226277,-1.0,-527.737226277,1.0,527.737226277,0.0,0.0,0.0,0.0,-1.0,-527.737226277,-1.0,-527.737226277,1.0,527.737226277,-1,-527.737226277,-1,-527.737226277,0.0,0.0,-1.0,-527.737226277,-1,-527.737226277,1.0,527.737226277,1,527.737226277,-1.0,-527.737226277,0.0,0.0,1.0,527.737226277,-1.0,-527.737226277,1.0,527.737226277,1.0,527.737226277,-1.0,-527.737226277,1.0,527.737226277,-1.0,-527.737226277,-1.0,-527.737226277,1.0,527.737226277,-1,-527.737226277,1,527.737226277,0.0,0.0,-1.0,-527.737226277,-1.0,-527.737226277,1.0,527.737226277,1.0,527.737226277,-1.0,-527.737226277,-1.0,-527.737226277,1.0,527.737226277,1.0,527.737226277,-1,-527.737226277,0,0.0,1.0,527.737226277,0,0.0,-1.0,-527.737226277,1,527.737226277,-1,-527.737226277,1.0,527.737226277,1,527.737226277,-1.0,-527.737226277,0.0,0.0,0.0,0.0,-1.0,-527.737226277,1.0,527.737226277,1.0,527.737226277,1.0,527.737226277,1.0,527.737226277,-1.0,-527.737226277,1,527.737226277,0,0.0,1.0,527.737226277,1.0,527.737226277,1,527.737226277,-1.0,-527.737226277,1.0,527.737226277,1,527.737226277,1,527.737226277,1.0,527.737226277,0.0,0.0,-1.0,-527.737226277,1.0,527.737226277
20170113,QPAH7,-1.0,-0.0169225743221,75230.0,metal,1484343863,1.0,-1273.08526625,1273.08526625,0.0,-0.0,1.0,-1273.08526625,-1.0,1273.08526625,-1.0,1273.08526625,-1.0,1273.08526625,1.0,-1273.08526625,1.0,-1273.08526625,1.0,-1273.08526625,-1.0,1273.08526625,1.0,-1273.08526625,-1,1273.08526625,-1,1273.08526625,-1,1273.08526625,0.0,-0.0,1.0,-1273.08526625,-1.0,1273.08526625,-1.0,1273.08526625,-1.0,1273.08526625,1.0,-1273.08526625,0,-0.0,-1.0,1273.08526625,1.0,-1273.08526625,-1.0,1273.08526625,0.0,-0.0,0.0,-0.0,1.0,-1273.08526625,1.0,-1273.08526625,-1.0,1273.08526625,-1,1273.08526625,-1,1273.08526625,0.0,-0.0,-1.0,1273.08526625,-1,1273.08526625,1.0,-1273.08526625,1,-1273.08526625,1.0,-1273.08526625,0.0,-0.0,-1.0,1273.08526625,1.0,-1273.08526625,1.0,-1273.08526625,1.0,-1273.08526625,-1.0,1273.08526625,1.0,-1273.08526625,-1.0,1273.08526625,-1.0,1273.08526625,1.0,-1273.08526625,-1,1273.08526625,-1,1273.08526625,0.0,-0.0,1.0,-1273.08526625,-1.0,1273.08526625,1.0,-1273.08526625,1.0,-1273.08526625,1.0,-1273.08526625,0.0,-0.0,-1.0,1273.08526625,1.0,-1273.08526625,1,-1273.08526625,1,-1273.08526625,-1.0,1273.08526625,0,-0.0,1.0,-1273.08526625,1,-1273.08526625,-1,1273.08526625,1.0,-1273.08526625,1,-1273.08526625,1.0,-1273.08526625,0.0,-0.0,0.0,-0.0,1.0,-1273.08526625,1.0,-1273.08526625,-1.0,1273.08526625,0.0,-0.0,-1.0,1273.08526625,-1.0,1273.08526625,-1,1273.08526625,-1,1273.08526625,0.0,-0.0,1.0,-1273.08526625,-1,1273.08526625,1.0,-1273.08526625,-1.0,1273.08526625,1,-1273.08526625,1,-1273.08526625,1.0,-1273.08526625,-1.0,1273.08526625,-1.0,1273.08526625,-1.0,1273.08526625
20170113,QPLJ7,1.0,0.00365593581802,49415.0,metal,1484343863,1.0,180.658068447,180.658068447,1.0,180.658068447,1.0,180.658068447,1.0,180.658068447,-1.0,-180.658068447,1.0,180.658068447,0.0,0.0,-1.0,-180.658068447,1.0,180.658068447,-1.0,-180.658068447,-1.0,-180.658068447,0,0.0,-1,-180.658068447,1,180.658068447,1.0,180.658068447,-1.0,-180.658068447,-1.0,-180.658068447,0.0,0.0,1.0,180.658068447,-1.0,-180.658068447,0,0.0,1.0,180.658068447,1.0,180.658068447,1.0,180.658068447,1.0,180.658068447,-1.0,-180.658068447,1.0,180.658068447,-1.0,-180.658068447,-1.0,-180.658068447,-1,-180.658068447,0,0.0,-1.0,-180.658068447,1.0,180.658068447,-1,-180.658068447,-1.0,-180.658068447,1,180.658068447,1.0,180.658068447,1.0,180.658068447,1.0,180.658068447,1.0,180.658068447,1.0,180.658068447,0.0,0.0,0.0,0.0,-1.0,-180.658068447,-1.0,-180.658068447,1.0,180.658068447,1.0,180.658068447,-1,-180.658068447,-1,-180.658068447,-1.0,-180.658068447,-1.0,-180.658068447,-1.0,-180.658068447,0.0,0.0,1.0,180.658068447,1.0,180.658068447,1.0,180.658068447,-1.0,-180.658068447,-1.0,-180.658068447,1,180.658068447,0,0.0,1.0,180.658068447,0,0.0,1.0,180.658068447,1,180.658068447,-1,-180.658068447,1.0,180.658068447,0,0.0,-1.0,-180.658068447,-1.0,-180.658068447,1.0,180.658068447,1.0,180.658068447,-1.0,-180.658068447,-1.0,-180.658068447,-1.0,-180.658068447,-1.0,-180.658068447,1.0,180.658068447,-1,-180.658068447,0,0.0,-1.0,-180.658068447,-1.0,-180.658068447,-1,-180.658068447,1.0,180.658068447,1.0,180.658068447,0,0.0,1,180.658068447,-1.0,-180.658068447,0.0,0.0,1.0,180.658068447,-1.0,-180.658068447
20170113,QRBH7,-1.0,-0.000122167246961,68749.8,energy,1484343863,1.0,-8.39897379513,8.39897379513,-1.0,8.39897379513,-1.0,8.39897379513,-1.0,8.39897379513,-1.0,8.39897379513,1.0,-8.39897379513,1.0,-8.39897379513,1.0,-8.39897379513,1.0,-8.39897379513,1.0,-8.39897379513,1.0,-8.39897379513,0,-0.0,-1,8.39897379513,-1,8.39897379513,0.0,-0.0,-1.0,8.39897379513,-1.0,8.39897379513,-1.0,8.39897379513,-1.0,8.39897379513,-1.0,8.39897379513,0,-0.0,-1.0,8.39897379513,1.0,-8.39897379513,-1.0,8.39897379513,-1.0,8.39897379513,1.0,-8.39897379513,-1.0,8.39897379513,1.0,-8.39897379513,1.0,-8.39897379513,-1,8.39897379513,0,-0.0,1.0,-8.39897379513,1.0,-8.39897379513,-1,8.39897379513,1.0,-8.39897379513,1,-8.39897379513,1.0,-8.39897379513,0.0,-0.0,-1.0,8.39897379513,1.0,-8.39897379513,1.0,-8.39897379513,1.0,-8.39897379513,0.0,-0.0,1.0,-8.39897379513,-1.0,8.39897379513,1.0,-8.39897379513,1.0,-8.39897379513,1,-8.39897379513,-1,8.39897379513,0.0,-0.0,1.0,-8.39897379513,-1.0,8.39897379513,0.0,-0.0,1.0,-8.39897379513,1.0,-8.39897379513,0.0,-0.0,-1.0,8.39897379513,1.0,-8.39897379513,1,-8.39897379513,1,-8.39897379513,-1.0,8.39897379513,0,-0.0,-1.0,8.39897379513,1,-8.39897379513,1,-8.39897379513,-1.0,8.39897379513,0,-0.0,1.0,-8.39897379513,1.0,-8.39897379513,-1.0,8.39897379513,1.0,-8.39897379513,1.0,-8.39897379513,-1.0,8.39897379513,0.0,-0.0,1.0,-8.39897379513,-1.0,8.39897379513,-1,8.39897379513,-1,8.39897379513,0.0,-0.0,1.0,-8.39897379513,-1,8.39897379513,-1.0,8.39897379513,-1.0,8.39897379513,0,-0.0,1,-8.39897379513,-1.0,8.39897379513,-1.0,8.39897379513,-1.0,8.39897379513,-1.0,8.39897379513
