,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-02-01 00:00:00,Close2017-02-01 00:00:00,group,RiskOn,Custom,PC2017-01-27 00:00:00,Close2017-01-27 00:00:00,vSTART,LastSEA,SEA2017-02-01 00:00:00,LastSRUN,SRUN2017-02-01 00:00:00,SEA2017-01-27 00:00:00,SRUN2017-01-27 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-01-31 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-01-31 00:00:00,0.5SIG2017-01-27 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-01-31 00:00:00,0.75SIG2017-01-27 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-01-31 00:00:00,1SIG2017-01-27 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15,timestamp,LastPctChg_IB,ACT_IB,pcDate,signalDate,timestamp
CT,@CTH7,76.44,1.1585,0.0200160128102,1.0,1.0,-1.0,1.0,1.0,28.0,2016-12-20,579.25,1.0,1.0,1.0,38220.0,1.0,0.0200160128102,76.44,soft,1.0,1.0,,,2016-12-20 00:00:00,1.0,1.0,28.0,28.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,1486018387,0.0200160128102,1.0,,20170201,1486018387
CU,@EUH7,1.0816,0.0094025,-0.00258756122355,-1.0,1.0,-1.0,1.0,1.0,-28.0,2016-12-20,1175.3125,1.0,1.0,1.0,135200.0,1.0,-0.00258756122355,,currency,1.0,1.0,,,2016-12-20,-1.0,,-26.0,,,,1.0,-1.0,1.0,1.0,,1.0,1.0,,,2.0,1.0,,,2.0,1.0,,,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485901802,-0.00314203862859,-1.0,20170201.0,20170131,1485901802
DX,@DXH7,99.608,0.81395,0.00127662568732,1.0,-1.0,1.0,-1.0,-1.0,-21.0,2017-01-03,813.95,1.0,1.0,1.0,99608.0,1.0,0.00127662568732,99.608,currency,-1.0,-1.0,,,2017-01-03 00:00:00,-1.0,-1.0,-21.0,-21.0,,,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,,2.0,0.0,-1.0,,2.0,0.0,-1.0,,0,1,1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,-1.0,0.0,0.0,1.0,-1.0,0.0,1,1,1.0,1,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,1486018387,0.00127662568732,1.0,,20170201,1486018387
EBL,BDH7,161.61,0.7715,-0.00320730278172,-1.0,1.0,-1.0,1.0,-1.0,13.0,2017-01-13,830.67405,1.0,1.0,1.0,174005.487,0.928763815362,-0.00320730278172,161.61,rates,-1.0,1.0,,,2017-01-13 00:00:00,-1.0,-1.0,13.0,13.0,,,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,-1,-1.0,-1,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,1486018387,-0.00320730278172,-1.0,,20170201,1486018387
EBM,BLH7,132.9,0.2275,-0.000300887618474,-1.0,-1.0,1.0,-1.0,-1.0,-4.0,2017-01-16,244.94925,4.0,2.0,2.0,143093.43,0.928763815362,-0.000300887618474,132.9,rates,-1.0,1.0,,,2017-01-26 00:00:00,-1.0,-1.0,-4.0,-4.0,,,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,,1.0,0.0,-1.0,,1.0,0.0,-1.0,,0,1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,-1,-1.0,0.0,0.0,-1.0,0.0,0.0,1,0,1.0,1,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,1486018387,-0.000300887618474,-1.0,,20170201,1486018387
EBS,EZH7,112.24,0.04625,0.000133660057919,1.0,1.0,-1.0,1.0,1.0,7.0,2017-01-23,49.797375,20.0,6.0,6.0,120848.808,0.928763815362,0.000133660057919,112.24,rates,-1.0,1.0,,,2017-01-26 00:00:00,1.0,1.0,7.0,7.0,,,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,1486018387,0.000133660057919,1.0,,20170201,1486018387
ED,@EDZ7,98.485,0.04875,-0.000152284263959,-1.0,-1.0,-1.0,-1.0,-1.0,-9.0,2017-01-19,121.875,8.0,3.0,3.0,246212.5,1.0,-0.000152284263959,98.485,rates,-1.0,1.0,,,2017-01-19 00:00:00,-1.0,-1.0,-9.0,-9.0,,,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,,1.0,0.0,-1.0,,1.0,0.0,-1.0,,0,1,-1,1,1,1,1,-1,-1,1,1,-1,1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,0.0,1,0,1.0,1,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,1486018387,-0.000152284263959,-1.0,,20170201,1486018387
EMD,@EMDH7,1687.5,18.67,-0.00261050133492,-1.0,-1.0,-1.0,-1.0,1.0,-23.0,2016-12-28,1867.0,1.0,1.0,1.0,168750.0,1.0,-0.00261050133492,,index,1.0,1.0,,,2016-12-28,1.0,,-21.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,0,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,-1,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485901802,-0.00338178582023,-1.0,20170201.0,20170131,1485901802
ES,@ESH7,2277.25,14.8375,0.0,1.0,-1.0,-1.0,-1.0,1.0,4.0,2016-12-23,741.875,1.0,1.0,1.0,113862.5,1.0,0.0,,index,1.0,1.0,,,2016-12-23,1.0,,-23.0,,,,1.0,-1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,0,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,-1,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485901802,-0.000219828533744,-1.0,20170201.0,20170131,1485901802
FC,@GFH7,122.55,2.20875,-0.00570148645897,-1.0,1.0,1.0,-1.0,-1.0,8.0,2017-01-20,1104.375,1.0,1.0,1.0,61275.0,1.0,-0.00570148645897,,meat,1.0,-1.0,,,2017-01-20,-1.0,,6.0,,,,-1.0,-1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,2.0,1.0,,,0,-1,1,1,-1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0.0,-1,1,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485901802,-0.00570148645897,-1.0,,20170131,1485901802
FCH,MTG7,4793.5,49.4680144035,0.00968931016324,1.0,-1.0,-1.0,-1.0,1.0,-7.0,2017-01-23,532.622111082,1.0,1.0,1.0,51611.6145,0.928763815362,0.00968931016324,4793.5,index,1.0,1.0,,,2017-01-23 00:00:00,1.0,1.0,-7.0,-7.0,,,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,-1.0,,2.0,0.0,-1.0,,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,1486018387,0.00968931016324,1.0,,20170201,1486018387
FDX,DXMH7,11649.0,115.375,0.00726329442283,1.0,1.0,1.0,-1.0,1.0,-21.0,2017-01-03,621.1213125,1.0,1.0,1.0,62712.3915,0.928763815362,0.00726329442283,11649.0,index,1.0,1.0,,,2017-01-03 00:00:00,1.0,1.0,-21.0,-21.0,,,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,1.0,,2.0,0.0,-1.0,,0,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1.0,1.0,0.0,1.0,0.0,1.0,-1,1,1.0,0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1486018387,0.00726329442283,1.0,,20170201,1486018387
FEI,IEM7,100.305,0.00925,0.0,1.0,1.0,1.0,-1.0,-1.0,-7.0,2017-01-23,24.8986875,40.0,11.0,11.0,269995.98375,0.928763815362,0.0,100.305,rates,-1.0,1.0,,,2017-01-23 00:00:00,-1.0,-1.0,-7.0,-7.0,,,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,,1.0,0.0,1.0,,1.0,0.0,-1.0,,0,1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1,-1.0,0.0,-1.0,-1.0,1.0,0.0,1,-1,-1.0,0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,1486018387,0.0,1.0,,20170201,1486018387
FFI,LFH7,7037.5,55.275,-0.00113547654531,-1.0,-1.0,1.0,-1.0,1.0,-6.0,2017-01-24,699.615675,1.0,1.0,1.0,89073.6375,0.790076637434,-0.00113547654531,7037.5,index,1.0,1.0,,,2017-01-24 00:00:00,1.0,1.0,-6.0,-6.0,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,-1.0,,1.0,0.0,-1.0,,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,1486018387,-0.00113547654531,-1.0,,20170201,1486018387
FLG,LGH7,123.38,0.7105,-0.00395576007104,-1.0,1.0,1.0,1.0,-1.0,23.0,2016-12-29,899.27985,1.0,1.0,1.0,156162.066,0.790076637434,-0.00395576007104,123.38,rates,-1.0,1.0,,,2016-12-29 00:00:00,-1.0,-1.0,23.0,23.0,,,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,,2.0,0.0,1.0,,2.0,0.0,1.0,,0,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1.0,0.0,-1.0,-1.0,1.0,-1.0,1,-1,-1.0,-1,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,1486018387,-0.00395576007104,-1.0,,20170201,1486018387
FSS,LLM7,99.57,0.017,-0.00010042177144,-1.0,1.0,1.0,1.0,1.0,24.0,2016-12-28,26.896125,37.0,10.0,10.0,157532.18625,0.790076637434,-0.00010042177144,99.57,rates,-1.0,-1.0,,,2016-12-28 00:00:00,1.0,1.0,24.0,24.0,,,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,,1.0,0.0,1.0,,1.0,0.0,1.0,,0,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1,-1,-1.0,-1,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,1486018387,-0.00010042177144,-1.0,,20170201,1486018387
FV,@FVH7,117.8515625,0.376953125,-0.000662822297342,-1.0,1.0,-1.0,1.0,-1.0,24.0,2017-01-17,376.953125,2.0,1.0,1.0,117851.5625,1.0,-0.000662822297342,,rates,-1.0,1.0,,,2017-01-17,-1.0,,22.0,,,,1.0,1.0,1.0,2.0,,1.0,2.0,,,2.0,2.0,,,2.0,2.0,,,0,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,-1,-1.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485901802,-0.00106051567575,-1.0,20170201.0,20170131,1485901802
GC,QGCJ7,1212.4,15.276722742,-0.00255902261846,-1.0,1.0,-1.0,1.0,-1.0,22.0,2016-12-29,1527.6722742,1.0,1.0,1.0,121240.0,1.0,-0.00255902261846,,metal,-1.0,1.0,,,2016-12-29,-1.0,,20.0,,,,1.0,-1.0,1.0,1.0,,1.0,1.0,,,2.0,1.0,,,2.0,1.0,,,0,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,-1,-1.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485901802,-0.000412745583622,-1.0,20170201.0,20170131,1485901802
HCM,HHIG7,9830.0,108.309712229,,-1.0,1.0,-1.0,1.0,-1.0,-17.0,2017-01-04,697.916826013,1.0,1.0,1.0,63341.7101617,7.7595,,,index,1.0,1.0,-0.00445614745797,9830.0,2017-01-04 00:00:00,-1.0,,-17.0,,-1.0,-17.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,,-1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1486018387,,-1.0,,20170201,1486018387
