rowname,symbol,c2timestamp,c2price,csitimestamp,csiPrice,slippage,abs_slippage,Type,timedelta,delta
2016-10-13 21:26:03 ctwo:349.5 csi:349.5 @CZ6,@CZ6,2016-10-13 21:26:03,349.5,2016-10-13 20:00:00,349.5,0.0,0.0,Close,0 days 01:26:03.000000000,0.0597569444444
2016-10-13 21:26:06 ctwo:97.535 csi:97.518 @DXZ6,@DXZ6,2016-10-13 21:26:06,97.535,2016-10-13 20:00:00,97.518,0.000174326790952,0.000174326790952,Open,0 days 01:26:06.000000000,0.0597916666667
2016-10-13 21:26:05 ctwo:97.54 csi:97.518 @DXZ6,@DXZ6,2016-10-13 21:26:05,97.54,2016-10-13 20:00:00,97.518,0.000225599376526,0.000225599376526,Close,0 days 01:26:05.000000000,0.0597800925926
2016-10-13 21:26:03 ctwo:33.4 csi:33.38 @BOZ6,@BOZ6,2016-10-13 21:26:03,33.4,2016-10-13 20:00:00,33.38,0.000599161174356,0.000599161174356,Open,0 days 01:26:03.000000000,0.0597569444444
2016-10-13 21:26:02 ctwo:33.4 csi:33.38 @BOZ6,@BOZ6,2016-10-13 21:26:02,33.4,2016-10-13 20:00:00,33.38,0.000599161174356,0.000599161174356,Close,0 days 01:26:02.000000000,0.0597453703704
2016-10-13 21:26:08 ctwo:130.07813 csi:130.1875 @TYZ6,@TYZ6,2016-10-13 21:26:08,130.07813,2016-10-13 20:00:00,130.1875,-0.000840096015362,0.000840096015362,Open,0 days 01:26:08.000000000,0.0598148148148
2016-10-13 21:26:08 ctwo:130.078125 csi:130.1875 @TYZ6,@TYZ6,2016-10-13 21:26:08,130.078125,2016-10-13 20:00:00,130.1875,-0.000840134421507,0.000840134421507,Close,0 days 01:26:08.000000000,0.0598148148148
2016-10-13 21:26:05 ctwo:50.95 csi:50.85 QCLZ6,QCLZ6,2016-10-13 21:26:05,50.95,2016-10-13 20:00:00,50.85,0.00196656833825,0.00196656833825,Open,0 days 01:26:05.000000000,0.0597800925926
2016-10-13 21:26:04 ctwo:50.95 csi:50.85 QCLZ6,QCLZ6,2016-10-13 21:26:04,50.95,2016-10-13 20:00:00,50.85,0.00196656833825,0.00196656833825,Close,0 days 01:26:04.000000000,0.0597685185185
2016-10-13 21:26:08 ctwo:3.35 csi:3.341 QNGX6,QNGX6,2016-10-13 21:26:08,3.35,2016-10-13 20:00:00,3.341,0.00269380425022,0.00269380425022,Open,0 days 01:26:08.000000000,0.0598148148148
2016-10-13 21:26:07 ctwo:3.35 csi:3.341 QNGX6,QNGX6,2016-10-13 21:26:07,3.35,2016-10-13 20:00:00,3.341,0.00269380425022,0.00269380425022,Close,0 days 01:26:07.000000000,0.0598032407407
2016-10-13 21:26:07 ctwo:212.85 csi:212.2 QHGZ6,QHGZ6,2016-10-13 21:26:07,212.85,2016-10-13 20:00:00,212.2,0.00306314797361,0.00306314797361,Open,0 days 01:26:07.000000000,0.0598032407407
2016-10-13 21:26:06 ctwo:212.9 csi:212.2 QHGZ6,QHGZ6,2016-10-13 21:26:06,212.9,2016-10-13 20:00:00,212.2,0.00329877474081,0.00329877474081,Close,0 days 01:26:06.000000000,0.0597916666667
2016-10-16 19:30:22 ctwo:151.79 csi:151.8 BBZ6,BBZ6,2016-10-16 19:30:22,151.79,2016-10-14 20:00:00,151.8,-6.58761528328e-05,6.58761528328e-05,Open,1 days 23:30:22.000000000,1.9794212963
2016-10-16 19:30:12 ctwo:151.79 csi:151.8 BBZ6,BBZ6,2016-10-16 19:30:12,151.79,2016-10-14 20:00:00,151.8,-6.58761528328e-05,6.58761528328e-05,Close,1 days 23:30:12.000000000,1.97930555556
2016-10-16 18:00:40 ctwo:2128.25 csi:2127.0 @ESZ6,@ESZ6,2016-10-16 18:00:40,2128.25,2016-10-14 20:00:00,2127.0,0.000587682181476,0.000587682181476,Open,1 days 22:00:40.000000000,1.91712962963
2016-10-16 18:00:28 ctwo:2128.25 csi:2127.0 @ESZ6,@ESZ6,2016-10-16 18:00:28,2128.25,2016-10-14 20:00:00,2127.0,0.000587682181476,0.000587682181476,Close,1 days 22:00:28.000000000,1.91699074074
2016-10-16 18:01:01 ctwo:129.78125 csi:129.859375 @TYZ6,@TYZ6,2016-10-16 18:01:01,129.78125,2016-10-14 20:00:00,129.859375,-0.00060161232102,0.00060161232102,Open,1 days 22:01:01.000000000,1.91737268519
2016-10-16 18:00:50 ctwo:129.78125 csi:129.859375 @TYZ6,@TYZ6,2016-10-16 18:00:50,129.78125,2016-10-14 20:00:00,129.859375,-0.00060161232102,0.00060161232102,Close,1 days 22:00:50.000000000,1.91724537037
2016-10-16 20:00:23 ctwo:98.085 csi:97.997 @DXZ6,@DXZ6,2016-10-16 20:00:23,98.085,2016-10-14 20:00:00,97.997,0.000897986673061,0.000897986673061,Open,2 days 00:00:23.000000000,2.0002662037
2016-10-16 20:00:06 ctwo:98.085 csi:97.997 @DXZ6,@DXZ6,2016-10-16 20:00:06,98.085,2016-10-14 20:00:00,97.997,0.000897986673061,0.000897986673061,Close,2 days 00:00:06.000000000,2.00006944444
2016-10-16 18:00:34 ctwo:50.69 csi:50.75 QCLZ6,QCLZ6,2016-10-16 18:00:34,50.69,2016-10-14 20:00:00,50.75,-0.00118226600985,0.00118226600985,Open,1 days 22:00:34.000000000,1.91706018519
2016-10-16 18:00:14 ctwo:50.69 csi:50.75 QCLZ6,QCLZ6,2016-10-16 18:00:14,50.69,2016-10-14 20:00:00,50.75,-0.00118226600985,0.00118226600985,Close,1 days 22:00:14.000000000,1.9168287037
2016-10-16 19:16:26 ctwo:894.1 csi:897.2 @MMEZ6,@MMEZ6,2016-10-16 19:16:26,894.1,2016-10-14 20:00:00,897.2,-0.00345519393669,0.00345519393669,Open,1 days 23:16:26.000000000,1.96974537037
2016-10-16 19:16:15 ctwo:894.1 csi:897.2 @MMEZ6,@MMEZ6,2016-10-16 19:16:15,894.1,2016-10-14 20:00:00,897.2,-0.00345519393669,0.00345519393669,Close,1 days 23:16:15.000000000,1.96961805556
2016-10-16 18:00:51 ctwo:3.598 csi:3.628 QNGF7,QNGF7,2016-10-16 18:00:51,3.598,2016-10-14 20:00:00,3.628,-0.00826901874311,0.00826901874311,Open,1 days 22:00:51.000000000,1.91725694444
