timestamp,YYYYMMDD,fee_event_list,index_price,strategy_raw,strategy_with_cost,unix_timestamp
2017-03-29 19:52:25,20170329,,2361.13,247981,246390,1490817145
2017-03-29 20:35:04,20170329,,2361.13,247692,246101,1490819704
2017-03-29 20:35:13,20170329,,2361.13,247723,246132,1490819713
2017-03-29 20:35:26,20170329,,2361.13,247754,246163,1490819726
2017-03-29 20:35:38,20170329,,2361.13,247748,246157,1490819738
2017-03-29 20:45:18,20170329,,2361.13,247872,246281,1490820318
2017-03-29 22:08:44,20170329,,2361.13,248276,246685,1490825324
2017-03-29 23:50:12,20170329,,2361.13,248006,246415,1490831412
2017-03-30 01:49:26,20170329,,2361.13,247328,245737,1490838566
2017-03-30 03:36:34,20170329,,2361.13,247127,245536,1490844994
2017-03-30 05:24:30,20170330,,2368.06,247510,245919,1490851470
2017-03-30 10:03:54,20170330,,2368.06,247159,245568,1490868234
2017-03-30 10:03:55,20170330,,2368.06,247179,245588,1490868235
2017-03-30 15:22:14,20170330,,2368.06,249727,248136,1490887334
2017-03-30 20:41:27,20170330,,2368.06,251412,249821,1490906487
2017-03-31 01:38:39,20170330,,2368.06,250237,248646,1490924319
2017-03-31 06:25:20,20170331,,2362.72,248802,246945,1490941520
2017-03-31 11:05:32,20170331,,2362.72,248669,246812,1490958332
2017-03-31 15:58:05,20170331,,2362.72,249058,247201,1490975885
2017-03-31 18:02:38,20170331,,2362.72,246759,244902,1490983358
2017-03-31 18:02:49,20170331,,2362.72,246809,244952,1490983369
2017-03-31 18:15:50,20170331,,2362.72,247332,245475,1490984150
2017-03-31 20:50:02,20170331,,2362.72,248023,246166,1490993402
2017-03-31 20:50:19,20170331,,2362.72,247980,246123,1490993419
2017-03-31 20:50:36,20170331,,2362.72,248019,246162,1490993436
2017-03-31 21:00:53,20170331,,2362.72,247832,245975,1490994053
2017-04-01 01:29:46,20170331,,2362.72,248559,246702,1491010186
2017-04-01 03:59:59,20170331,,2362.72,248559,246702,1491019199
2017-04-01 12:12:16,20170401,,2362.72,248559,246702,1491048736
2017-04-02 12:59:12,20170402,,2362.72,248609,246752,1491137952
2017-04-02 23:31:03,20170402,,2362.72,247936,246079,1491175863
2017-04-03 04:44:55,20170403,,2358.84,246152,244072,1491194695
2017-04-03 10:03:56,20170403,,2358.84,247738,245658,1491213836
2017-04-03 15:42:55,20170403,,2358.84,244184,242104,1491234175
2017-04-03 18:01:16,20170403,,2358.84,243983,241903,1491242476
2017-04-03 18:14:18,20170403,,2358.84,244686,242606,1491243258
2017-04-03 18:14:24,20170403,,2358.84,244649,242569,1491243264
2017-04-03 20:49:36,20170403,,2358.84,244429,242349,1491252576
2017-04-03 20:49:58,20170403,,2358.84,244417,242337,1491252598
2017-04-03 20:50:05,20170403,,2358.84,244422,242342,1491252605
2017-04-03 20:50:19,20170403,,2358.84,244465,242385,1491252619
2017-04-04 01:24:11,20170403,,2358.84,244846,242766,1491269051
2017-04-04 05:36:25,20170404,,2360.16,244428,242111,1491284185
2017-04-04 09:55:59,20170404,,2360.16,244664,242347,1491299759
2017-04-04 14:31:28,20170404,,2360.16,243752,241435,1491316288
2017-04-04 18:02:37,20170404,,2360.16,241306,238989,1491328957
2017-04-04 20:49:25,20170404,,2360.16,241517,239200,1491338965
2017-04-04 20:49:31,20170404,,2360.16,241494,239177,1491338971
2017-04-04 20:49:37,20170404,,2360.16,241491,239174,1491338977
2017-04-04 20:50:24,20170404,,2360.16,241539,239222,1491339024
2017-04-04 20:50:34,20170404,,2360.16,241506,239189,1491339034
2017-04-04 20:59:40,20170404,,2360.16,241309,238992,1491339580
2017-04-05 01:24:50,20170404,,2360.16,240986,238669,1491355490
2017-04-05 05:36:57,20170405,,2352.95,241298,238583,1491370617
2017-04-05 09:47:01,20170405,,2352.95,243593,240878,1491385621
2017-04-05 14:35:25,20170405,,2352.95,246247,243532,1491402925
2017-04-05 18:00:05,20170405,,2352.95,243798,241083,1491415205
2017-04-05 18:00:44,20170405,,2352.95,244149,241434,1491415244
2017-04-05 20:47:48,20170405,,2352.95,237745,235030,1491425268
2017-04-05 20:48:25,20170405,,2352.95,237699,234984,1491425305
2017-04-06 01:02:47,20170405,,2352.95,237992,235277,1491440567
2017-04-06 05:07:14,20170406,,2357.49,237299,234312,1491455234
2017-04-06 18:00:40,20170406,,2357.49,233427,230440,1491501640
2017-04-06 18:14:23,20170406,,2357.49,233697,230710,1491502463
2017-04-06 18:14:26,20170406,,2357.49,233676,230689,1491502466
2017-04-06 20:50:20,20170406,,2357.49,233643,230656,1491511820
2017-04-06 20:50:27,20170406,,2357.49,233638,230651,1491511827
2017-04-06 21:00:51,20170406,,2357.49,232710,229723,1491512451
2017-04-07 01:11:24,20170406,,2357.49,232284,229297,1491527484
2017-04-07 18:00:51,20170407,,2355.54,231233,227918,1491588051
2017-04-07 18:01:17,20170407,,2355.54,230970,227655,1491588077
2017-04-07 18:14:41,20170407,,2355.54,231000,227685,1491588881
2017-04-07 18:14:47,20170407,,2355.54,231013,227698,1491588887
2017-04-07 20:47:47,20170407,,2355.54,233787,230472,1491598067
2017-04-07 20:47:52,20170407,,2355.54,233912,230597,1491598072
2017-04-07 20:47:58,20170407,,2355.54,233940,230625,1491598078
2017-04-07 20:48:14,20170407,,2355.54,233895,230580,1491598094
2017-04-08 00:51:45,20170407,,2355.54,234058,230743,1491612705
2017-04-10 18:00:41,20170410,,2357.16,237590,234107,1491847241
2017-04-10 18:00:56,20170410,,2357.16,237609,234126,1491847256
2017-04-10 20:54:26,20170410,,2357.16,238741,235258,1491857666
2017-04-10 20:54:36,20170410,,2357.16,238760,235277,1491857676
2017-04-11 18:02:44,20170411,,2353.78,241421,237617,1491933764
2017-04-11 18:02:48,20170411,,2353.78,241416,237612,1491933768
2017-04-11 18:02:54,20170411,,2353.78,241377,237573,1491933774
2017-04-11 18:16:42,20170411,,2353.78,241679,237875,1491934602
2017-04-11 20:48:41,20170411,,2353.78,241677,237873,1491943721
2017-04-11 20:48:52,20170411,,2353.78,241685,237881,1491943732
2017-04-12 18:02:47,20170412,,2344.93,244906,240774,1492020167
2017-04-12 18:14:26,20170412,,2344.93,244059,239927,1492020866
2017-04-12 18:14:42,20170412,,2344.93,244062,239930,1492020882
2017-04-12 20:50:57,20170412,,2344.93,243498,239366,1492030257
2017-04-12 20:51:20,20170412,,2344.93,243555,239423,1492030280
2017-04-13 18:01:17,20170413,,2328.95,246249,241642,1492106477
2017-04-13 18:01:21,20170413,,2328.95,246261,241654,1492106481
2017-04-13 18:14:37,20170413,,2328.95,246272,241665,1492107277
2017-04-13 18:14:42,20170413,,2328.95,246287,241680,1492107282
2017-04-13 18:14:48,20170413,,2328.95,246317,241710,1492107288
2017-04-13 20:49:25,20170413,,2328.95,245769,241162,1492116565
2017-04-13 20:49:31,20170413,,2328.95,245795,241188,1492116571
2017-04-13 20:50:23,20170413,,2328.95,245863,241256,1492116623
2017-04-13 20:59:36,20170413,,2328.95,245305,240698,1492117176
2017-04-17 18:00:49,20170417,,2349.01,243936,239071,1492452049
2017-04-17 18:00:55,20170417,,2349.01,243966,239101,1492452055
2017-04-17 18:15:14,20170417,,2349.01,243618,238753,1492452914
2017-04-17 20:50:01,20170417,,2349.01,241405,236540,1492462201
2017-04-17 20:50:14,20170417,,2349.01,241387,236522,1492462214
2017-04-17 20:50:23,20170417,,2349.01,241427,236562,1492462223
2017-04-18 18:01:53,20170418,,2342.19,239373,234173,1492538513
2017-04-18 18:02:07,20170418,,2342.19,239301,234101,1492538527
2017-04-18 18:14:55,20170418,,2342.19,239559,234359,1492539295
2017-04-18 18:15:01,20170418,,2342.19,239448,234248,1492539301
2017-04-18 18:15:15,20170418,,2342.19,239444,234244,1492539315
2017-04-18 20:51:44,20170418,,2342.19,238786,233586,1492548704
2017-04-18 20:51:51,20170418,,2342.19,238793,233593,1492548711
2017-04-18 20:52:03,20170418,,2342.19,238749,233549,1492548723
2017-04-19 18:01:28,20170419,,2338.17,242182,236717,1492624888
2017-04-19 18:01:38,20170419,,2338.17,242294,236829,1492624898
2017-04-19 18:16:23,20170419,,2338.17,245019,239554,1492625783
2017-04-19 20:51:22,20170419,,2338.17,243807,238342,1492635082
2017-04-19 20:51:27,20170419,,2338.17,243813,238348,1492635087
2017-04-19 20:52:24,20170419,,2338.17,243695,238230,1492635144
2017-04-19 20:52:35,20170419,,2338.17,243734,238269,1492635155
2017-04-19 21:01:32,20170419,,2338.17,242381,236916,1492635692
2017-04-20 18:02:46,20170420,,2355.84,242346,236581,1492711366
2017-04-20 18:16:27,20170420,,2355.84,242047,236282,1492712187
2017-04-20 20:57:20,20170420,,2355.84,242117,236352,1492721840
2017-04-20 20:57:21,20170420,,2355.84,242122,236357,1492721841
2017-04-20 20:57:32,20170420,,2355.84,242155,236390,1492721852
2017-04-20 20:57:39,20170420,,2355.84,242158,236393,1492721859
2017-04-20 20:57:43,20170420,,2355.84,242196,236431,1492721863
2017-04-21 18:02:26,20170421,,2348.69,241386,235146,1492797746
2017-04-21 18:16:24,20170421,,2348.69,241828,235588,1492798584
2017-04-21 20:56:42,20170421,,2348.69,241930,235690,1492808202
2017-04-21 20:57:23,20170421,,2348.69,242069,235829,1492808243
2017-04-21 20:57:37,20170421,,2348.69,242052,235812,1492808257
2017-04-21 20:57:44,20170421,,2348.69,242060,235820,1492808264
2017-04-21 21:06:53,20170421,,2348.69,240405,234165,1492808813
2017-04-24 18:01:10,20170424,,2374.15,244267,237685,1493056870
2017-04-24 18:14:51,20170424,,2374.15,244287,237705,1493057691
2017-04-24 20:51:39,20170424,,2374.15,244227,237645,1493067099
2017-04-25 18:01:28,20170425,,2388.61,245528,238716,1493143288
2017-04-25 18:01:39,20170425,,2388.61,245514,238702,1493143299
2017-04-25 18:15:28,20170425,,2388.61,246472,239660,1493144128
2017-04-25 20:48:45,20170425,,2388.61,245545,238733,1493153325
2017-04-25 20:48:50,20170425,,2388.61,245525,238713,1493153330
2017-04-25 20:48:57,20170425,,2388.61,245533,238721,1493153337
2017-04-25 20:49:02,20170425,,2388.61,245535,238723,1493153342
2017-04-26 18:02:06,20170426,,2387.45,245610,238476,1493229726
2017-04-26 18:16:03,20170426,,2387.45,244995,237861,1493230563
2017-04-26 20:49:40,20170426,,2387.45,244345,237211,1493239780
2017-04-26 20:49:46,20170426,,2387.45,244375,237241,1493239786
2017-04-26 20:49:52,20170426,,2387.45,244393,237259,1493239792
2017-04-26 20:50:26,20170426,,2387.45,244234,237100,1493239826
2017-04-26 20:50:37,20170426,,2387.45,244312,237178,1493239837
2017-04-26 20:59:43,20170426,,2387.45,244561,237427,1493240383
2017-04-27 18:01:21,20170427,,2388.77,236405,228902,1493316081
2017-04-27 18:15:38,20170427,,2388.77,235961,228458,1493316938
2017-04-27 20:43:40,20170427,,2388.77,236861,229358,1493325820
2017-04-27 20:43:52,20170427,,2388.77,236873,229370,1493325832
2017-04-28 18:00:12,20170428,,2384.20,239205,231325,1493402412
2017-04-28 18:01:08,20170428,,2384.20,239461,231581,1493402468
2017-04-28 18:01:09,20170428,,2384.20,239466,231586,1493402469
2017-04-28 18:01:20,20170428,,2384.20,239498,231618,1493402480
2017-04-28 18:15:44,20170428,,2384.20,238430,230550,1493403344
2017-04-28 18:16:12,20170428,,2384.20,238407,230527,1493403372
2017-04-28 20:43:59,20170428,,2384.20,238984,231104,1493412239
2017-04-28 20:44:06,20170428,,2384.20,238969,231089,1493412246
2017-04-28 20:44:23,20170428,,2384.20,238913,231033,1493412263
2017-04-28 20:44:28,20170428,,2384.20,238909,231029,1493412268
2017-04-28 20:54:28,20170428,,2384.20,238894,231014,1493412868
2017-05-01 18:02:07,20170501,,2388.33,224746,216286,1493661727
2017-05-01 18:10:36,20170501,,2388.33,225889,217429,1493662236
2017-05-01 18:18:32,20170501,,2388.33,225934,217474,1493662712
2017-05-01 18:18:44,20170501,,2388.33,225918,217458,1493662724
2017-05-01 20:44:53,20170501,,2388.33,226858,218398,1493671493
2017-05-01 20:45:09,20170501,,2388.33,226843,218383,1493671509
2017-05-01 20:45:27,20170501,,2388.33,226868,218408,1493671527
2017-05-01 20:45:30,20170501,,2388.33,226858,218398,1493671530
2017-05-02 18:15:31,20170502,,2391.17,230508,221958,1493748931
2017-05-02 20:44:36,20170502,,2391.17,228194,219644,1493757876
2017-05-02 20:44:42,20170502,,2391.17,228240,219690,1493757882
2017-05-03 12:40:35,20170503,,2388.13,224321,215191,1493815235
2017-05-03 12:40:39,20170503,,2388.13,224232,215102,1493815239
2017-05-03 12:40:47,20170503,,2388.13,224205,215075,1493815247
2017-05-03 12:41:26,20170503,,2388.13,224255,215125,1493815286
2017-05-03 12:41:31,20170503,,2388.13,224320,215190,1493815291
2017-05-03 12:41:41,20170503,,2388.13,224319,215189,1493815301
2017-05-03 12:41:46,20170503,,2388.13,224314,215184,1493815306
2017-05-03 12:50:42,20170503,,2388.13,223585,214455,1493815842
2017-05-03 18:02:27,20170503,,2388.13,228039,218909,1493834547
2017-05-03 18:02:30,20170503,,2388.13,228054,218924,1493834550
2017-05-03 18:18:09,20170503,,2388.13,228191,219061,1493835489
2017-05-03 20:45:51,20170503,,2388.13,232353,223223,1493844351
2017-05-05 18:01:36,20170505,,2399.29,232353,222895,1494007296
2017-05-05 18:20:31,20170505,,2399.29,232319,222861,1494008431
2017-05-05 20:50:02,20170505,,2399.29,232001,222543,1494017402
2017-05-05 20:50:11,20170505,,2399.29,231965,222507,1494017411
2017-05-05 20:50:27,20170505,,2399.29,231944,222486,1494017427
2017-05-05 20:50:42,20170505,,2399.29,231855,222397,1494017442
2017-05-08 14:28:28,20170508,,2399.38,233617,223699,1494253708
2017-05-08 14:29:23,20170508,,2399.38,233479,223561,1494253763
2017-05-08 14:29:34,20170508,,2399.38,233497,223579,1494253774
2017-05-08 18:01:48,20170508,,2399.38,235734,225816,1494266508
2017-05-08 18:16:48,20170508,,2399.38,234787,224869,1494267408
2017-05-08 18:16:57,20170508,,2399.38,234792,224874,1494267417
2017-05-08 20:48:31,20170508,,2399.38,236376,226458,1494276511
2017-05-09 16:12:41,20170509,,2396.92,236063,225753,1494346361
2017-05-09 16:12:50,20170509,,2396.92,236086,225776,1494346370
2017-05-09 16:13:25,20170509,,2396.92,236017,225707,1494346405
2017-05-09 16:13:34,20170509,,2396.92,236029,225719,1494346414
2017-05-09 18:02:46,20170509,,2396.92,231362,221052,1494352966
2017-05-09 18:02:51,20170509,,2396.92,231315,221005,1494352971
2017-05-09 18:02:57,20170509,,2396.92,231234,220924,1494352977
2017-05-09 18:16:39,20170509,,2396.92,230126,219816,1494353799
2017-05-09 18:16:42,20170509,,2396.92,230116,219806,1494353802
2017-05-09 18:16:47,20170509,,2396.92,230121,219811,1494353807
2017-05-09 20:46:42,20170509,,2396.92,228651,218341,1494362802
2017-05-11 14:29:35,20170511,,2394.44,229844,219142,1494512975
2017-05-11 14:29:37,20170511,,2394.44,229816,219114,1494512977
2017-05-11 18:01:13,20170511,,2394.44,224171,213469,1494525673
2017-05-11 18:01:24,20170511,,2394.44,224204,213502,1494525684
2017-05-11 18:16:29,20170511,,2394.44,224686,213984,1494526589
2017-05-11 18:16:33,20170511,,2394.44,224709,214007,1494526593
2017-05-11 20:45:45,20170511,,2394.44,225538,214836,1494535545
2017-05-12 12:44:29,20170512,,2390.90,225537,214443,1494593069
2017-05-12 12:44:34,20170512,,2390.90,225512,214418,1494593074
2017-05-12 13:57:47,20170512,,2390.90,225501,214407,1494597467
2017-05-12 18:01:01,20170512,,2390.90,224805,213711,1494612061
2017-05-12 18:16:27,20170512,,2390.90,225010,213916,1494612987
2017-05-12 18:16:42,20170512,,2390.90,225023,213929,1494613002
2017-05-12 20:44:52,20170512,,2390.90,225740,214646,1494621892
2017-05-15 13:23:19,20170515,,2402.32,225716,214222,1494854599
2017-05-15 13:23:25,20170515,,2402.32,225699,214205,1494854605
2017-05-15 13:23:51,20170515,,2402.32,225577,214083,1494854631
2017-05-15 13:24:33,20170515,,2402.32,225148,213654,1494854673
2017-05-15 14:01:34,20170515,,2402.32,225150,213656,1494856894
2017-05-15 14:01:44,20170515,,2402.32,225190,213696,1494856904
2017-05-15 18:01:31,20170515,,2402.32,218952,207458,1494871291
2017-05-15 18:01:46,20170515,,2402.32,218947,207453,1494871306
2017-05-15 18:18:06,20170515,,2402.32,218536,207042,1494872286
2017-05-15 18:18:32,20170515,,2402.32,218656,207162,1494872312
2017-05-15 20:45:42,20170515,,2402.32,217739,206245,1494881142
2017-05-16 11:30:38,20170516,,2400.67,217739,206041,1494934238
2017-05-16 18:01:05,20170516,,2400.67,217869,206171,1494957665
2017-05-16 18:16:26,20170516,,2400.67,218097,206399,1494958586
2017-05-16 18:16:40,20170516,,2400.67,218117,206419,1494958600
2017-05-16 19:46:26,20170516,,2400.67,217936,206238,1494963986
2017-05-16 20:45:47,20170516,,2400.67,217652,205954,1494967547
2017-05-16 20:46:13,20170516,,2400.67,217612,205914,1494967573
2017-05-16 22:15:25,20170516,,2400.67,217743,206045,1494972925
2017-05-16 23:38:54,20170516,,2400.67,218111,206413,1494977934
2017-05-17 01:20:01,20170516,,2400.67,217208,205510,1494984001
2017-05-17 02:50:27,20170516,,2400.67,219080,207382,1494989427
2017-05-17 04:17:48,20170517,,2357.03,220250,208552,1494994668
2017-05-17 05:40:31,20170517,,2357.03,221102,209404,1494999631
2017-05-17 07:09:34,20170517,,2357.03,220916,209218,1495004974
2017-05-17 08:40:36,20170517,,2357.03,220070,208372,1495010436
2017-05-17 10:12:30,20170517,,2357.03,222043,210345,1495015950
