permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date
12,Paper,Paper,2.0,USD,IDEALPRO,12.0,,,1.0,1.33493594935,20000.0,-10000.0,-4.21381813274,SLD,USD,CAD,20160316 13:15:57 EST,
13,Paper,Paper,2.0,USD,IDEALPRO,13.0,,,1.0,1.33481864978,20000.0,10000.0,-3.75339392253,BOT,USD,CAD,20160316 13:19:54 EST,
14,Paper,Paper,2.0,USD,IDEALPRO,14.0,,,1.0,1.33427954993,20000.0,-10000.0,6.05846460763,SLD,USD,CAD,20160316 13:23:58 EST,
15,Paper,Paper,2.0,USD,IDEALPRO,15.0,,,1.0,1.33417984998,20000.0,10000.0,-3.49031490242,BOT,USD,CAD,20160316 13:25:52 EST,
16,Paper,Paper,2.0,USD,IDEALPRO,16.0,,,1.0,1.33435994999,20000.0,-10000.0,-4.69213499931,SLD,USD,CAD,20160316 13:33:14 EST,
17,Paper,Paper,2.0,USD,IDEALPRO,17.0,,,1.0,1.33436665,20000.0,10000.0,-1.89984830034,BOT,USD,CAD,20160316 13:35:13 EST,
18,Paper,Paper,2.0,USD,IDEALPRO,18.0,,,1.0,1.33406888333,20000.0,-10000.0,2.45101613333,SLD,USD,CAD,20160316 13:39:15 EST,
19,Paper,Paper,2.0,USD,IDEALPRO,19.0,,,1.0,1.33419629444,20000.0,10000.0,-0.0954586778929,BOT,USD,CAD,20160316 13:40:13 EST,
20,Paper,Paper,2.0,USD,IDEALPRO,20.0,,,1.0,1.33403876481,20000.0,-10000.0,0.354752859411,SLD,USD,CAD,20160316 13:43:21 EST,
21,Paper,Paper,2.0,USD,IDEALPRO,21.0,,,1.0,1.33416625494,20000.0,10000.0,-0.0942775865847,BOT,USD,CAD,20160316 13:44:22 EST,
22,Paper,Paper,2.0,USD,IDEALPRO,22.0,,,1.0,1.33415541831,20000.0,-10000.0,-1.83801410459,SLD,USD,CAD,20160316 13:46:21 EST,
23,Paper,Paper,2.0,USD,IDEALPRO,23.0,,,1.0,1.3340718061,20000.0,10000.0,-3.24983526525,BOT,USD,CAD,20160316 13:49:18 EST,
24,Paper,Paper,2.0,USD,IDEALPRO,24.0,,,1.0,1.33411060203,20000.0,-10000.0,-2.57992161147,SLD,USD,CAD,20160316 13:50:22 EST,
25,Paper,Paper,2.0,USD,IDEALPRO,25.0,,,1.0,1.33403020068,20000.0,10000.0,-3.20183942963,BOT,USD,CAD,20160316 13:52:23 EST,
26,Paper,Paper,2.0,USD,IDEALPRO,26.0,,,1.0,1.33403006689,20000.0,-10000.0,-1.99800015691,SLD,USD,CAD,20160316 13:53:23 EST,
27,Paper,Paper,2.0,USD,IDEALPRO,27.0,,,1.0,1.33438335563,20000.0,10000.0,3.28096008552,BOT,USD,CAD,20160316 13:54:20 EST,
28,Paper,Paper,2.0,USD,IDEALPRO,28.0,,,1.0,1.33410111854,20000.0,-10000.0,2.2188799715,SLD,USD,CAD,20160316 13:55:20 EST,
29,Paper,Paper,2.0,USD,IDEALPRO,29.0,,,1.0,1.33391370618,20000.0,10000.0,-4.80143995728,BOT,USD,CAD,20160316 13:56:26 EST,
30,Paper,Paper,2.0,USD,IDEALPRO,30.0,,,1.0,1.33415790206,20000.0,-10000.0,-5.65024001424,SLD,USD,CAD,20160316 13:58:25 EST,
31,Paper,Paper,2.0,USD,IDEALPRO,31.0,,,1.0,1.32646596735,20000.0,10000.0,-116.979039995,BOT,USD,CAD,20160316 14:02:23 EST,
32,Paper,Paper,2.0,USD,IDEALPRO,32.0,,,1.0,1.32361532245,20000.0,-10000.0,40.6114399652,SLD,USD,CAD,20160316 14:03:48 EST,
33,Paper,Paper,2.0,USD,IDEALPRO,33.0,,,1.0,1.32090510748,20000.0,10000.0,-42.5122933217,BOT,USD,CAD,20160316 14:08:52 EST,
34,Paper,Paper,2.0,USD,IDEALPRO,34.0,,,1.0,1.32026170249,20000.0,-10000.0,7.6176177407,SLD,USD,CAD,20160316 14:13:39 EST,
35,Paper,Paper,2.0,USD,IDEALPRO,35.0,,,1.0,1.32016723416,20000.0,10000.0,-3.41211254702,BOT,USD,CAD,20160316 14:23:06 EST,
36,Paper,Paper,2.0,USD,IDEALPRO,36.0,,,1.0,1.31960241139,20000.0,-10000.0,6.44297081579,SLD,USD,CAD,20160316 14:24:58 EST,
37,Paper,Paper,2.0,USD,IDEALPRO,37.0,,,1.0,1.31751413713,20000.0,10000.0,-33.2155236385,BOT,USD,CAD,20160316 14:31:16 EST,
38,Paper,Paper,2.0,USD,IDEALPRO,38.0,,,1.0,1.31739804571,20000.0,-10000.0,-0.264665453836,SLD,USD,CAD,20160316 14:32:14 EST,
39,Paper,Paper,2.0,USD,IDEALPRO,39.0,,,1.0,1.31809934857,20000.0,10000.0,8.48307515128,BOT,USD,CAD,20160316 14:36:14 EST,
40,Paper,Paper,2.0,USD,IDEALPRO,40.0,,,1.0,1.31850644952,20000.0,-10000.0,-8.08534505043,SLD,USD,CAD,20160316 14:37:15 EST,
41,Paper,Paper,2.0,USD,IDEALPRO,41.0,,,1.0,1.31503548317,20000.0,10000.0,-53.88400495,BOT,USD,CAD,20160316 14:43:15 EST,
42,Paper,Paper,2.0,USD,IDEALPRO,42.0,,,1.0,1.31314516106,20000.0,-10000.0,26.2565349501,SLD,USD,CAD,20160316 14:45:16 EST,
43,Paper,Paper,2.0,USD,IDEALPRO,43.0,,,1.0,1.31282172035,20000.0,10000.0,-6.83479168326,BOT,USD,CAD,20160316 14:46:24 EST,
44,Paper,Paper,2.0,USD,IDEALPRO,44.0,,,1.0,1.31354724012,20000.0,-10000.0,-12.8450694721,SLD,USD,CAD,20160316 14:47:26 EST,
45,Paper,Paper,2.0,USD,IDEALPRO,45.0,,,1.0,1.31271574671,20000.0,10000.0,-14.4291635425,BOT,USD,CAD,20160316 14:55:21 EST,
46,Paper,Paper,2.0,USD,IDEALPRO,46.0,,,1.0,1.3126252489,20000.0,-10000.0,-0.647238785946,SLD,USD,CAD,20160316 14:56:24 EST,
47,Paper,Paper,2.0,USD,IDEALPRO,47.0,,,1.0,1.31431508297,20000.0,10000.0,23.2596396285,BOT,USD,CAD,20160316 14:59:27 EST,
48,Paper,Paper,2.0,USD,IDEALPRO,48.0,,,1.0,1.31404502766,20000.0,-10000.0,2.03678682371,SLD,USD,CAD,20160316 15:02:32 EST,
49,Paper,Paper,2.0,USD,IDEALPRO,49.0,,,1.0,1.31399500922,20000.0,10000.0,-2.74767564112,BOT,USD,CAD,20160316 15:09:56 EST,
50,Paper,Paper,2.0,USD,IDEALPRO,50.0,,,1.0,1.31417833641,20000.0,-10000.0,-4.74037478629,SLD,USD,CAD,20160316 15:11:53 EST,
51,Paper,Paper,2.0,USD,IDEALPRO,51.0,,,1.0,1.3145327788,20000.0,10000.0,3.29820489555,BOT,USD,CAD,20160316 15:14:11 EST,
52,Paper,Paper,2.0,USD,IDEALPRO,52.0,,,1.0,1.31481759293,20000.0,-10000.0,-6.25740166506,SLD,USD,CAD,20160316 15:18:54 EST,
53,Paper,Paper,2.0,USD,IDEALPRO,53.0,,,1.0,1.31486586431,20000.0,10000.0,-1.27843941176,BOT,USD,CAD,20160316 15:20:53 EST,
54,Paper,Paper,2.0,USD,IDEALPRO,54.0,,,1.0,1.31366195477,20000.0,-10000.0,15.9960398039,SLD,USD,CAD,20160316 15:34:33 EST,
55,Paper,Paper,2.0,USD,IDEALPRO,55.0,,,1.0,1.31162065159,20000.0,10000.0,-32.5133999346,BOT,USD,CAD,20160316 17:19:02 EST,
56,Paper,Paper,2.0,USD,IDEALPRO,56.0,,,1.0,1.31110688386,20000.0,-10000.0,5.67979997821,SLD,USD,CAD,20160316 17:20:47 EST,
57,Paper,Paper,2.0,USD,IDEALPRO,57.0,,,1.0,1.31108896129,20000.0,10000.0,-2.26790662619,BOT,USD,CAD,20160316 17:22:49 EST,
58,Paper,Paper,2.0,USD,IDEALPRO,58.0,,,1.0,1.3108829871,20000.0,-10000.0,1.07890224195,SLD,USD,CAD,20160316 17:27:16 EST,
59,Paper,Paper,2.0,USD,IDEALPRO,59.0,,,1.0,1.3109609957,20000.0,10000.0,-0.833927447199,BOT,USD,CAD,20160316 17:28:47 EST,
60,Paper,Paper,2.0,USD,IDEALPRO,60.0,,,1.0,1.31098699857,20000.0,-10000.0,-2.38869085093,SLD,USD,CAD,20160316 17:31:15 EST,
61,Paper,Paper,2.0,USD,IDEALPRO,61.0,,,1.0,1.31116233286,20000.0,10000.0,0.620896917096,BOT,USD,CAD,20160316 17:33:18 EST,
62,Paper,Paper,2.0,USD,IDEALPRO,62.0,,,1.0,1.31095411095,20000.0,-10000.0,1.11250106085,SLD,USD,CAD,20160316 17:40:20 EST,
63,Paper,Paper,2.0,USD,IDEALPRO,63.0,,,1.0,1.31095137032,20000.0,10000.0,-2.04096698707,BOT,USD,CAD,20160316 17:41:20 EST,
64,Paper,Paper,2.0,USD,IDEALPRO,64.0,,,1.0,1.31115045677,20000.0,-10000.0,-4.97594430442,SLD,USD,CAD,20160316 17:42:20 EST,
65,Paper,Paper,2.0,USD,IDEALPRO,65.0,,,1.0,1.31132348559,20000.0,10000.0,0.586434801359,BOT,USD,CAD,20160316 17:43:25 EST,
66,Paper,Paper,2.0,USD,IDEALPRO,66.0,,,1.0,1.31118782853,20000.0,-10000.0,0.0278017328794,SLD,USD,CAD,20160316 17:47:24 EST,
67,Paper,Paper,2.0,USD,IDEALPRO,67.0,,,1.0,1.31136927618,20000.0,10000.0,0.712279422376,BOT,USD,CAD,20160316 17:51:24 EST,
68,Paper,Paper,2.0,USD,IDEALPRO,68.0,,,1.0,1.31151642539,20000.0,-10000.0,-4.19958644091,SLD,USD,CAD,20160316 17:52:25 EST,
69,Paper,Paper,2.0,USD,IDEALPRO,69.0,,,1.0,1.31167880846,20000.0,10000.0,0.427302180189,BOT,USD,CAD,20160316 17:54:25 EST,
70,Paper,Paper,2.0,USD,IDEALPRO,70.0,,,1.0,1.31172626949,20000.0,-10000.0,-2.70944742661,SLD,USD,CAD,20160316 17:57:24 EST,
71,Paper,Paper,2.0,USD,IDEALPRO,71.0,,,1.0,1.31184208983,20000.0,10000.0,-0.268717557683,BOT,USD,CAD,20160316 17:59:25 EST,
72,Paper,Paper,2.0,USD,IDEALPRO,72.0,,,1.0,1.31198069661,20000.0,-10000.0,-4.07189414744,SLD,USD,CAD,20160316 18:03:04 EST,
73,Paper,Paper,2.0,USD,IDEALPRO,73.0,,,1.0,1.31210689887,20000.0,10000.0,-0.113528617521,BOT,USD,CAD,20160316 18:04:45 EST,
74,Paper,Paper,2.0,USD,IDEALPRO,74.0,,,1.0,1.31172229962,20000.0,-10000.0,3.74898953917,SLD,USD,CAD,20160316 18:12:30 EST,
75,Paper,Paper,2.0,USD,IDEALPRO,75.0,,,1.0,1.31198076654,20000.0,10000.0,1.86356352016,BOT,USD,CAD,20160316 18:16:24 EST,
76,Paper,Paper,2.0,USD,IDEALPRO,76.0,,,1.0,1.31204025551,20000.0,-10000.0,-2.88924117339,SLD,USD,CAD,20160316 18:18:51 EST,
77,Paper,Paper,2.0,USD,IDEALPRO,77.0,,,1.0,1.31248008517,20000.0,10000.0,4.57457375768,BOT,USD,CAD,20160316 18:24:51 EST,
